Id,SalePrice
2029,164000.56
2030,242578.58
2031,219517.45
2032,229629.34
2033,223273.81
2034,166816.38
2035,224109.05
2036,186938.61
2037,196614.77
2038,290912.03
2039,257120.95
2040,324587.53
2041,277180.8
2042,206861.7
2043,170567.28
2044,155793.19
2045,184634.52
2046,142141.56
2047,140524.3
2048,131753.42
2049,137944.69
2050,151584.3
2051,109770.94
2052,117813.72
2053,141597.81
2054,84406.17
2055,136645.86
2056,134580.1
2057,108457.4
2058,199062.94
2059,138467.6
2060,158145.56
2061,161357.73
2062,124657.35
2063,110373.69
2064,136116.16
2065,116389.2
2066,159753.7
2067,104104.125
2068,136255.27
2069,73718.16
2070,103317.82
2071,107821.94
2072,146065.53
2073,130429.15
2074,173744.02
2075,142340.12
2076,114828.3
2077,152440.0
2078,123452.29
2079,124457.766
2080,108167.92
2081,115906.68
2082,124071.4
2083,139143.36
2084,102201.8
2085,93012.87
2086,89719.66
2087,104232.09
2088,94056.766
2089,83717.47
2090,116982.32
2091,107116.59
2092,113368.65
2093,94699.49
2094,103416.72
2095,142669.64
2096,75888.086
2097,95095.23
2098,140654.55
2099,51224.5
2100,55829.51
2101,116020.81
2102,108903.07
2103,105636.63
2104,137512.45
2105,130519.69
2106,47048.55
2107,175485.08
2108,112283.75
2109,103742.54
2110,100689.125
2111,111233.69
2112,134625.55
2113,117168.055
2114,130359.266
2115,155158.61
2116,113974.74
2117,151446.8
2118,130489.625
2119,107051.15
2120,103510.445
2121,76722.62
2122,121309.5
2123,80878.46
2124,148427.94
2125,130430.195
2126,161614.0
2127,161123.78
2128,129922.2
2129,77578.91
2130,118221.305
2131,122297.516
2132,105495.44
2133,119640.875
2134,112109.39
2135,85760.98
2136,73367.54
2137,99550.33
2138,118207.21
2139,142841.77
2140,130520.61
2141,151345.98
2142,126660.164
2143,142485.17
2144,105736.84
2145,139155.05
2146,155527.77
2147,142233.39
2148,122251.484
2149,143270.6
2150,246469.3
2151,119794.22
2152,164232.12
2153,155037.53
2154,82383.05
2155,125226.41
2156,237907.78
2157,216597.4
2158,225652.0
2159,207943.52
2160,183799.17
2161,213984.7
2162,379949.53
2163,319927.47
2164,253954.81
2165,214637.86
2166,147777.97
2167,214987.5
2168,164405.62
2169,185862.14
2170,197413.58
2171,151499.78
2172,130102.07
2173,146833.52
2174,210214.14
2175,273556.12
2176,311538.66
2177,220515.05
2178,204673.33
2179,134992.2
2180,218882.2
2181,180581.42
2182,202708.95
2183,180424.69
2184,103954.85
2185,113348.48
2186,129597.016
2187,144290.81
2188,140393.23
2189,225913.4
2190,58524.5
2191,55945.363
2192,78922.13
2193,99035.38
2194,87571.336
2195,99303.414
2196,88304.516
2197,107912.016
2198,143488.03
2199,184390.72
2200,164137.47
2201,147378.95
2202,219712.1
2203,179168.02
2204,153785.94
2205,114431.67
2206,134217.28
2207,251533.44
2208,243844.36
2209,273769.1
2210,114530.2
2211,114691.15
2212,112208.766
2213,103340.54
2214,121304.64
2215,94630.96
2216,131649.27
2217,55542.41
2218,72337.49
2219,73924.16
2220,70471.305
2221,348475.66
2222,295157.94
2223,240260.72
2224,199556.45
2225,133619.12
2226,175172.86
2227,172761.7
2228,274698.7
2229,269841.38
2230,149016.61
2231,221924.64
2232,177445.7
2233,182650.31
2234,233485.67
2235,210182.92
2236,228150.31
2237,287042.56
2238,200080.75
2239,91692.086
2240,138089.72
2241,159049.14
2242,109240.39
2243,111861.35
2244,91441.6
2245,103251.516
2246,127915.72
2247,103492.87
2248,118970.805
2249,113210.31
2250,120153.53
2251,94610.3
2252,169554.58
2253,146429.34
2254,170146.45
2255,178127.98
2256,156987.1
2257,200164.0
2258,146801.73
2259,174593.3
2260,143732.95
2261,199733.83
2262,207230.7
2263,388889.25
2264,456206.47
2265,157721.06
2266,316355.66
2267,390553.47
2268,480054.16
2269,134840.39
2270,187734.84
2271,191239.48
2272,202244.44
2273,147050.3
2274,183326.62
2275,132916.62
2276,166663.66
2277,153850.77
2278,134575.27
2279,131758.94
2280,96072.47
2281,150549.31
2282,149832.56
2283,102478.35
2284,114511.2
2285,126416.33
2286,113324.2
2287,385829.9
2288,295590.12
2289,377175.3
2290,463079.28
2291,361069.88
2292,422382.62
2293,471255.2
2294,414850.03
2295,476178.34
2296,299799.88
2297,400194.97
2298,401418.2
2299,335574.1
2300,332164.75
2301,367373.84
2302,244142.52
2303,229282.55
2304,259629.7
2305,198195.92
2306,191094.92
2307,196750.3
2308,222346.77
2309,265278.8
2310,210707.52
2311,189476.17
2312,158097.52
2313,164481.86
2314,155652.97
2315,177383.38
2316,183316.27
2317,180713.12
2318,174169.61
2319,174382.22
2320,166521.62
2321,225536.16
2322,187645.2
2323,178757.66
2324,167572.14
2325,194770.14
2326,159727.31
2327,187028.69
2328,198477.22
2329,182924.89
2330,181401.75
2331,364292.66
2332,395006.0
2333,312130.22
2334,260574.7
2335,281895.06
2336,309029.22
2337,186648.75
2338,235570.81
2339,200934.14
2340,376573.8
2341,199755.67
2342,213180.89
2343,218911.02
2344,198730.7
2345,214640.5
2346,205525.39
2347,202071.62
2348,242238.23
2349,208833.33
2350,327079.2
2351,274744.66
2352,239585.55
2353,245030.47
2354,145334.48
2355,138726.45
2356,139720.02
2357,179749.48
2358,192617.62
2359,136589.81
2360,112831.41
2361,143823.81
2362,220598.05
2363,127623.58
2364,141582.14
2365,190390.86
2366,181115.64
2367,192525.6
2368,203034.72
2369,184080.14
2370,169333.34
2371,159586.77
2372,184993.08
2373,274419.12
2374,326976.5
2375,211609.61
2376,292312.44
2377,351692.53
2378,158103.27
2379,199044.12
2380,124464.7
2381,166951.66
2382,189097.42
2383,186553.02
2384,223976.38
2385,155118.98
2386,127548.65
2387,121236.836
2388,105091.734
2389,112566.93
2390,155911.86
2391,150399.64
2392,106531.734
2393,168694.3
2394,148723.89
2395,191404.56
2396,128258.625
2397,187510.75
2398,125410.234
2399,43126.566
2400,67762.0
2401,118490.47
2402,129593.305
2403,142249.78
2404,138823.39
2405,144731.17
2406,132998.73
2407,121197.1
2408,139145.86
2409,114852.086
2410,165068.36
2411,110693.17
2412,145769.9
2413,121545.85
2414,140539.08
2415,127386.93
2416,110791.984
2417,117330.766
2418,123108.016
2419,129633.0
2420,131524.31
2421,149845.25
2422,100455.36
2423,112608.84
2424,151052.05
2425,181495.1
2426,125966.91
2427,124472.24
2428,165308.34
2429,96171.72
2430,122775.93
2431,100183.945
2432,143954.9
2433,140909.89
2434,130030.11
2435,152132.61
2436,112483.37
2437,70726.664
2438,120986.51
2439,91107.03
2440,115292.42
2441,93672.13
2442,98917.85
2443,129462.49
2444,136337.23
2445,89108.57
2446,131367.2
2447,164279.25
2448,125216.445
2449,113971.88
2450,139126.92
2451,132000.31
2452,189402.06
2453,85647.7
2454,119830.914
2455,101778.0
2456,110022.586
2457,151956.92
2458,148335.34
2459,100736.76
2460,144919.08
2461,125279.36
2462,133946.7
2463,116830.945
2464,170196.08
2465,120913.93
2466,109672.87
2467,117498.14
2468,85806.625
2469,78597.3
2470,174406.81
2471,184354.8
2472,149681.36
2473,105703.13
2474,58294.56
2475,188471.28
2476,106753.2
2477,121924.555
2478,143433.12
2479,102801.79
2480,141693.28
2481,116209.47
2482,114200.36
2483,103869.18
2484,112459.24
2485,117173.195
2486,147067.81
2487,177013.9
2488,150329.2
2489,143698.39
2490,136235.06
2491,73203.414
2492,194947.25
2493,138734.4
2494,122169.32
2495,60794.496
2496,228812.62
2497,135766.64
2498,105956.58
2499,68453.734
2500,110471.15
2501,122394.73
2502,130938.55
2503,91544.66
2504,186083.42
2505,235897.11
2506,239154.84
2507,278097.1
2508,231011.19
2509,201679.39
2510,199358.8
2511,166593.64
2512,209255.94
2513,208109.5
2514,324540.44
2515,145628.03
2516,173328.61
2517,142436.31
2518,146229.3
2519,242713.58
2520,211862.6
2521,179120.83
2522,213014.42
2523,107871.61
2524,146956.08
2525,148157.39
2526,144959.31
2527,120067.38
2528,119211.125
2529,147487.78
2530,125133.77
2531,239535.52
2532,209948.88
2533,192653.05
2534,223419.88
2535,257866.53
2536,231641.86
2537,238745.66
2538,179760.1
2539,168376.88
2540,180020.6
2541,175941.97
2542,167793.72
2543,117125.61
2544,104314.516
2545,120806.59
2546,112890.18
2547,133689.3
2548,140826.12
2549,148446.16
2550,621698.6
2551,123612.12
2552,111503.195
2553,59034.14
2554,76613.12
2555,95394.44
2556,92583.9
2557,85815.9
2558,169017.61
2559,148969.8
2560,153467.33
2561,150307.67
2562,156608.8
2563,143501.7
2564,188476.42
2565,142328.55
2566,170283.73
2567,142938.36
2568,210391.89
2569,234315.75
2570,106315.55
2571,186298.67
2572,124159.98
2573,228371.25
2574,271632.34
2575,119466.42
2576,121895.42
2577,123163.2
2578,75668.42
2579,43353.05
2580,105509.945
2581,129397.66
2582,104310.17
2583,285924.56
2584,143502.31
2585,181842.56
2586,191457.7
2587,177404.45
2588,125679.36
2589,141827.05
2590,185794.22
2591,200605.25
2592,189590.9
2593,241284.11
2594,155486.7
2595,187239.1
2596,259522.36
2597,187015.25
2598,265196.66
2599,391516.84
2600,180440.5
2601,126240.086
2602,72342.73
2603,84774.85
2604,81965.39
2605,75806.14
2606,142528.84
2607,211996.88
2608,166661.19
2609,166396.72
2610,103874.85
2611,121235.59
2612,148647.08
2613,119422.71
2614,107853.09
2615,140964.14
2616,141520.83
2617,183110.98
2618,247474.67
2619,186716.55
2620,181573.55
2621,165185.27
2622,170798.02
2623,212412.05
2624,299682.2
2625,277511.62
2626,158503.61
2627,166493.77
2628,511445.44
2629,518619.84
2630,432135.66
2631,473448.53
2632,446186.44
2633,320504.47
2634,443214.38
2635,139866.9
2636,174023.17
2637,176635.8
2638,243518.98
2639,168361.9
2640,146053.8
2641,105171.02
2642,148641.89
2643,103539.96
2644,115058.8
2645,102797.13
2646,89508.34
2647,103429.85
2648,135407.48
2649,137010.58
2650,104355.07
2651,140412.12
2652,383873.25
2653,251241.86
2654,285484.6
2655,434111.72
2656,364914.2
2657,371442.34
2658,349941.3
2659,339925.8
2660,397776.9
2661,366907.44
2662,402745.75
2663,283194.56
2664,257235.2
2665,335581.9
2666,274524.8
2667,170784.19
2668,167116.31
2669,173801.11
2670,252841.44
2671,176840.31
2672,180536.3
2673,185196.4
2674,181760.22
2675,174118.56
2676,182951.95
2677,187816.33
2678,200938.77
2679,278705.34
2680,284798.47
2681,386595.2
2682,303029.6
2683,507853.8
2684,323864.78
2685,329980.28
2686,230217.95
2687,271108.22
2688,200906.14
2689,197537.19
2690,367779.06
2691,198112.94
2692,135548.67
2693,200120.1
2694,127911.6
2695,192604.62
2696,180570.53
2697,186742.62
2698,177552.98
2699,151666.23
2700,137854.0
2701,138291.47
2702,103825.56
2703,111362.836
2704,128984.6
2705,108664.55
2706,87866.38
2707,100671.84
2708,126270.11
2709,93833.9
2710,125743.266
2711,330580.5
2712,451254.56
2713,168324.12
2714,151042.89
2715,168228.06
2716,141117.45
2717,222226.94
2718,208924.38
2719,158873.95
2720,157019.7
2721,128736.695
2722,160274.12
2723,130378.01
2724,132367.16
2725,123859.31
2726,139749.02
2727,161889.95
2728,165703.06
2729,144722.75
2730,134320.12
2731,128706.15
2732,130029.27
2733,141019.02
2734,138173.95
2735,130747.266
2736,134510.42
2737,112012.484
2738,127544.125
2739,146999.86
2740,129012.016
2741,147038.58
2742,150655.6
2743,152121.52
2744,157155.47
2745,129725.34
2746,134875.05
2747,132055.22
2748,118956.734
2749,127569.016
2750,110415.85
2751,129621.89
2752,223524.89
2753,149232.22
2754,226339.08
2755,133884.94
2756,98057.95
2757,73611.71
2758,99198.67
2759,149600.97
2760,125496.12
2761,139285.77
2762,135590.22
2763,171804.33
2764,130236.7
2765,238719.17
2766,113610.97
2767,111750.016
2768,119982.25
2769,131487.97
2770,126961.71
2771,99196.875
2772,107280.875
2773,172356.5
2774,127748.09
2775,119755.91
2776,128634.96
2777,131564.89
2778,98774.12
2779,133900.55
2780,79844.734
2781,78776.37
2782,97694.16
2783,100143.195
2784,114969.84
2785,132497.39
2786,60412.594
2787,113677.875
2788,82399.164
2789,172237.25
2790,84941.37
2791,111191.82
2792,61272.008
2793,141967.38
2794,91295.375
2795,114605.19
2796,91413.55
2797,203030.81
2798,117811.44
2799,86127.73
2800,59827.02
2801,94045.95
2802,116788.63
2803,165735.25
2804,107981.234
2805,90250.92
2806,79746.81
2807,162066.31
2808,140498.81
2809,117890.23
2810,120473.19
2811,152871.53
2812,164943.58
2813,160249.34
2814,155592.44
2815,94869.39
2816,200391.52
2817,147920.05
2818,126378.4
2819,155747.97
2820,138401.08
2821,99696.055
2822,173395.38
2823,286798.53
2824,168141.23
2825,144138.92
2826,118553.39
2827,123840.66
2828,210507.67
2829,194510.47
2830,213767.64
2831,168900.19
2832,234530.56
2833,326754.3
2834,245294.84
2835,220928.5
2836,189646.03
2837,154389.98
2838,153280.98
2839,154942.05
2840,202601.75
2841,187267.33
2842,225588.86
2843,146860.2
2844,157132.39
2845,115140.92
2846,193818.69
2847,211891.12
2848,212719.77
2849,186554.98
2850,247256.81
2851,186194.22
2852,217757.08
2853,236683.17
2854,135529.23
2855,188289.33
2856,193058.97
2857,183768.67
2858,185377.0
2859,101157.71
2860,104316.14
2861,107990.984
2862,163333.47
2863,111487.41
2864,221720.55
2865,123635.336
2866,125394.41
2867,93978.67
2868,84239.52
2869,86762.94
2870,107298.26
2871,73696.66
2872,48119.16
2873,75388.94
2874,135394.84
2875,105492.74
2876,148209.4
2877,128737.88
2878,147770.19
2879,131804.45
2880,101799.43
2881,131715.95
2882,198916.66
2883,212351.98
2884,215712.39
2885,190426.61
2886,267876.78
2887,89588.42
2888,125930.195
2889,40795.11
2890,83415.23
2891,129913.67
2892,31515.586
2893,62066.58
2894,40704.715
2895,358772.62
2896,278015.75
2897,192553.94
2898,138627.3
2899,186714.53
2900,155969.19
2901,205204.42
2902,169077.8
2903,308573.53
2904,350695.84
2905,59375.35
2906,189046.7
2907,101978.71
2908,119646.91
2909,138679.62
2910,64889.797
2911,74615.12
2912,134675.7
2913,60886.6
2914,67431.35
2915,69848.695
2916,66373.26
2917,165636.08
2918,98765.9
2919,202459.17
